order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD127764,ID2181275337,2019-05-04,Nickolson,"[('Toshika 750', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('iAssist Line', 1)]",14745,81.35,-37.8092227,144.9648318,5,14089.1,Autumn,True,1.1228,good deal good deal for the price. so far so good.,True
ORD024009,ID0781005396,2019-08-28,Thompson,"[('pearTV', 1), ('Candle Inferno', 2)]",7170,77.95,-37.8055008,144.9522729,10,6530.95,Winter,True,0.9203,five stars it's a great phone and i'm very happy! (:,True
ORD421825,ID0746918006,2019-10-06,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2), ('Alcon 10', 2)]",28990,105.8,-37.8245122,144.9827896,15,24747.3,Spring,True,1.3375,"best olivia note i've owned i love this phone, looks great, works great, and the picture quality is excellent.",True
ORD289838,ID4804855255,2019-11-27,Thompson,"[('Alcon 10', 1), ('pearTV', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",20170,83.19,-37.7989805,144.9454345,25,15210.69,Spring,False,1.531,"great device, i'm cutting my cable and watching the channels i want. if i want to add an app like cbs i can just pay a little extra and get it.",True
ORD280512,ID0248746912,2019-03-26,Bakers,"[('pearTV', 1), ('iStream', 2), ('Thunder line', 1), ('Candle Inferno', 2)]",9650,66.73,-37.8218104,144.9925744,5,9234.23,Autumn,True,1.3357,"defective, won't turn on phone was defective. judging by other reviews, i would stay far away from this company and/or phone. the return has been a hassle and i still have thisbphone that doesn't work. i had to but a different one. disappointed.",False
ORD172318,ID0664380025,2019-05-22,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1)]",3450,24.285,-37.8212542,144.96635990000001,5,3326.07,Autumn,False,0.4079,constant crashes crashes constantly even after multiple factory resets,False
ORD118965,ID0371967865,2019-10-17,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1), ('iStream', 2), ('Olivia x460', 1)]",6165,104.95,-37.8070505,144.9712139,25,4728.7,Spring,True,1.2934,happy purchasers! came on time. looks new. works great!,True
ORD290378,ID6167285782,2019-11-04,Nickolson,"[('iStream', 1), ('Alcon 10', 2)]",18050,91.09,-37.810662,144.9606071,0,18141.09,Spring,True,1.1826,one star did not work. was connected to an account already,False
ORD478063,ID0041675664,2019-10-07,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",31760,78.55,-37.8226648,144.94708490000005,10,28662.55,Spring,False,1.1122,cell perfecto,True
ORD116419,ID1492153100,2019-02-13,Thompson,"[('pearTV', 1), ('Alcon 10', 1)]",15260,57.81,-37.8124874,144.9540117,5,14554.81,Summer,False,0.6109,i'm used to a n ipad so i wasnt impressed with the candle. i found it hard to navigate,False
ORD401879,ID0628175740,2019-07-14,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1), ('Olivia x460', 2), ('iStream', 2)]",6630,60.17,-37.8123722,144.9479386,10,6027.17,Winter,False,0.0835,four stars very nice phone. like new.,True
ORD453090,ID0145249634,2019-10-05,Nickolson,"[('iStream', 1), ('iAssist Line', 1), ('Thunder line', 2), ('Olivia x460', 1)]",7960,30.41,-37.8167434,144.96095319999995,25,6030.82,Spring,False,0.7837,"piece of crap. lasted two months! never again!! seemed great!.......for two months! then started acting up. can't access certain apps, no play store, error codes! now they expect me to return it and sit with no phone for two months while it's returned?",False
ORD316464,ID0283334278,2019-09-24,Thompson,"[('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",21710,33.84,-37.8005656,144.9528142,10,19606.68,Spring,False,1.4394,don't judge a book by its cover four days after i bought it the charger port went out. phone wouldn't charge for no reason at all. it looked brand new and still failed to meet my expectations of atleast a used phone.,False
ORD295126,ID2975262285,2019-07-06,Bakers,"[('Olivia x460', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",5905,53.64,-37.823713899999994,144.9971719,0,5958.64,Winter,False,1.5365,"olivia universe s8 muy mal el servicio nunca lo recibi ,ni mi reembolso tampoco ,todavía estoy esperando k me agan el reembolso",False
ORD261403,ID0420022676,2019-12-07,Bakers,"[('iStream', 1), ('Lucent 330S', 1)]",1380,68.43,-37.8105086,144.99600900000004,10,1310.43,Summer,False,0.08900000000000001,nice /not nice like everything except the fact google is going to stop updating pixel next october. not the sellers fault but should be disclosed in the description. i would have bought the pixel 2 xl instead. now i have an expensive phone only good for one year.,True
ORD382511,ID3121558867,2019-07-28,Bakers,"[('iStream', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('Thunder line', 1)]",6790,60.22,-37.8046753,144.99815,10,6171.22,Winter,True,0.6455,"asus customer service is garbage! the phone is great as long as you don't drop it. i have no idea which crap-hole country asus is doing their repairs through, but it has been a costly nightmare dealing with them. charged over $400 for repairs even when the phone was still under its factory 1-year warranty.",False
ORD338872,ID0579482318,2019-06-16,Thompson,"[('Universe Note', 2), ('iStream', 2)]",7200,48.78,-37.8167763,144.95058469999995,15,6168.78,Winter,False,0.5516,misleading not enough memory to store anything on it.,False
ORD107513,ID0781094121,2019-09-24,Thompson,"[('pearTV', 1), ('iStream', 1)]",6460,105.77,-37.8022219,144.9425725,5,6242.77,Spring,True,1.2288,"good, but... so far so good. this phone has locked up once in its first two weeks of operation. hope thats not going to be an ongoing issue.",True
ORD422353,ID0026476637,2019-08-22,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125,72.52,-37.826291299999994,144.930619,5,19191.27,Winter,False,2.0953,"overall good value my husband loves this phone and has had it for a year now! great specs, great battery life is great and he's has no problems with it.",True
ORD042003,ID1449266827,2019-07-28,Bakers,"[('Candle Inferno', 2), ('Universe Note', 2)]",7760,80.33,-37.816592299999996,144.9839276,5,7452.33,Winter,True,1.2359,great buy! love the lucent 7! did not like that all of the instructions were in spanish.,True
ORD160737,ID0233578120,2019-12-07,Bakers,"[('Toshika 750', 2), ('iStream', 1), ('Alcon 10', 2)]",26690,80.78,-37.8091245,144.98253569999997,10,24101.78,Summer,True,1.1208,note 3 very slow not a good phone,False
ORD028693,ID0576877857,2019-04-28,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 2)]",11090,77.86,-37.8161049,144.9723421,15,9504.36,Autumn,True,0.3702,good quality great,True
ORD356868,ID2672588669,2019-05-12,Bakers,"[('pearTV', 2), ('Universe Note', 1), ('Lucent 330S', 2), ('iStream', 1)]",18680,51.78,-37.79916,144.98987639999999,15,15929.78,Autumn,False,1.295,this was 5 years used phone when i received it ... this was 5 years used phone when i received it. going to return immidiatly as i bought it brand new,False
ORD491768,ID0245493801,2019-11-10,Thompson,"[('iStream', 2), ('Lucent 330S', 1)]",1530,70.67,-37.80086170000001,144.9608163,10,1447.67,Spring,False,1.7862,"vendor outright lied about the product vendor answered a question directly saying this product would work with sprint, but it doesn't. it could not be activated.",False
ORD321377,ID5406376885,2019-11-06,Thompson,"[('iStream', 1), ('pearTV', 1), ('Toshika 750', 1)]",10780,85.36,-37.798968,144.96295969999997,15,9248.36,Spring,False,2.069,love it we ordered 2 of these and both are in great condition and have no issues. we are very happy with this purchase!!,True
ORD070405,ID0247010166,2019-02-15,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('pearTV', 2), ('Universe Note', 2)]",22830,75.46,-37.8094889,144.9679925,0,22905.46,Summer,False,1.0229,"not so much a review as a testimonial. this past weekend i fell into a lake while loading my boat in a downpour. my 7 edge was completely submerged for a couple seconds and it completely survived! not so much as a hiccup. so i guess when olivia says its water proof, they mean it.",True
ORD277983,ID2020813846,2019-03-27,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('pearTV', 2)]",32980,65.75,-37.8115721,144.9590624,25,24800.75,Autumn,True,1.0618,phone is not unlocked as they claim i bought this phone thinking it was unlocked but couldn't use it abroad when i travelled and still had to try and unlock it very dissapointed,False
ORD228927,ID0387700303,2019-02-14,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('iStream', 2)]",3755,68.83,-37.820304799999995,144.9667677,10,3448.33,Summer,False,0.31,"looks so good build quality of this phone is outstanding, i was also extremely pleased with the picture quality, received android pie update after first start-up.",True
ORD127083,ID5884356129,2019-02-08,Thompson,"[('Universe Note', 1), ('Olivia x460', 1)]",4675,100.84,-37.823716999999995,144.9376977,10,4308.34,Summer,True,1.48,"love this phone good price, good phone. super fast shipping",True
ORD412209,ID4884445048,2019-05-19,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",13210,68.13,-37.800530200000004,144.934364,10,11957.13,Autumn,False,1.7538,great lte wifi device! excellent device! great price for a 4g lte device. great packaging and it came with a gift (usb car adapter). thank you!,True
ORD346354,ID1449431510,2019-04-02,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('iStream', 1), ('Thunder line', 1)]",23680,76.785,-37.8134209,144.9738303,0,23731.19,Autumn,False,0.688,broken phone was wondering if we could replace a broken phone pls msg me back,False
ORD046756,ID0711328222,2019-07-26,Thompson,"[('Universe Note', 2), ('pearTV', 2), ('Olivia x460', 2)]",21970,76.47,-37.8076959,144.95576430000003,0,22046.47,Winter,True,0.9443,i love all that you can do with the thunder spot!,True
ORD167184,ID0847528091,2019-07-18,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Toshika 750', 1)]",23840,60.66,-37.823372799999994,144.9673207,10,21516.66,Winter,True,0.5669,one star the product did not work at all. i was cheated.,False
ORD306145,ID0387153009,2019-01-27,Thompson,"[('iStream', 1), ('Toshika 750', 1), ('Universe Note', 1)]",7920,92.56,-37.8073886,144.94273950000004,0,8012.56,Summer,True,0.7007,four stars works great!,True
ORD327103,ID2950388106,2019-11-07,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 1)]",9380,101.03,-37.819495,144.9616509,15,8074.03,Spring,True,0.7019,perfect perfect,True
ORD233919,ID0291483921,2019-09-03,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",13265,74.92,-37.8155278,144.951093,5,12676.67,Spring,False,0.4756,"good phone, is not to bad xiaomi redmi note 7, 64gb/4gb ram, 6.30'' fhd+, snapdragon 660, blue i like it the only small issue is screen change to large resolution , you will get 4g or h+ t-mobil band no lte",True
ORD088457,ID0030385496,2019-11-08,Bakers,"[('Lucent 330S', 1), ('Toshika 750', 1), ('Universe Note', 1)]",9000,38.195,-37.816467100000004,144.9972205,10,8176.39,Spring,False,0.7413,cool cool teléfono vale lo que cuesta se envió en 1 fin de semana,True
ORD115871,ID1459448720,2019-04-20,Bakers,"[('Universe Note', 1), ('iStream', 1), ('pearTV', 1), ('Toshika 750', 1)]",14230,81.45,-37.8194122,145.0081377,25,10753.95,Autumn,True,1.5449,"nice! just the phone i was looking for nice ! just the phone i was looking for , easy firm grip , big buttons , easy to use . thank you . ron",True
ORD077010,ID0356098320,2019-07-04,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iStream', 1)]",18480,80.51,-37.82114960000001,144.9918618,15,15788.51,Winter,True,1.2765,great love the note 8. came very fast and as described. works great.,True
ORD297674,ID0650288507,2019-03-19,Bakers,"[('Universe Note', 1), ('pearTV', 2), ('Thunder line', 2), ('iStream', 2)]",20730,66.22,-37.810614799999996,144.9830645,15,17686.72,Autumn,False,1.0723,"what can i say! this phone is wonderful with all it's features, another olivia product that didn't disappoint. the screen is big enough and very crisp and sharp.",True
ORD380641,ID0777793465,2019-07-31,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2)]",20350,76.97,-37.8070658,144.95555819999996,0,20426.97,Winter,True,0.9732,the phone is great i just had a problem with the delivery of which phone they sent me. the phone is a great phone for the value. definitely surpassed my expectations! it feels great in your hands. definitely would buy it again,True
ORD110050,ID1479897546,2019-11-24,Nickolson,"[('Toshika 750', 2), ('iStream', 1)]",8790,62.95,-37.8200704,144.9583427,25,6655.45,Spring,False,0.9992,"screen shatters so easily i've had this phone for a week and fell off the couch... screen shattered. this is the first expensive phone i bought in years, and exactly why i will never buy another one.",False
ORD444865,ID0030945662,2019-05-28,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Thunder line', 2)]",19900,51.85,-37.8121119,144.9778596,25,14976.85,Autumn,False,1.0270000000000001,not worth it. phone kept sticking in reboot loop. factory reset several times. only had this phone 2 months. needs a new motherboard which costs more than i paid for the phone.,False
ORD382483,ID0577458200,2019-03-23,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",22650,78.1,-37.81912929999999,144.9788533,10,20463.1,Autumn,True,0.8202,"not bad is okay not bad ,the good thing about this phone is the price, is unlocked for any carrier, the battery life and the wide screen...",True
ORD205537,ID2187980390,2019-12-07,Nickolson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Lucent 330S', 2), ('Toshika 750', 1)]",17955,57.25,-37.813483700000006,144.9656425,25,13523.5,Summer,False,0.6647,one star this is not working,False
ORD289359,ID6167344601,2019-03-02,Nickolson,"[('iStream', 2), ('iAssist Line', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",12025,66.85,-37.8101791,144.9698524,10,10889.35,Autumn,False,0.9372,it is as if we are having a conversation with another person.  instantaneous response.  and the fact that it catches your command even when you're far from it is simply just amazing.,True
ORD241381,ID1327054071,2019-01-31,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Universe Note', 2)]",16935,71.78,-37.81330910000001,144.96485900000005,5,16160.03,Summer,False,0.7187,awesome product more than expected,True
ORD030205,ID0711745634,2019-12-03,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",9985,87.27,-37.815309,144.9459185,10,9073.77,Summer,True,0.3104,"i like the phone display it has bright and crisp colors i like the phone display it has bright and crisp colors, only thing i don't like is it is little thick than previous model",True
ORD099194,ID0458610300,2019-06-27,Nickolson,"[('Olivia x460', 2), ('pearTV', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",24880,61.27,-37.8161055,144.9764007,10,22453.27,Winter,False,0.6629999999999999,"there's different things my daughter can do,on it, plus i can read on it as well.",True
ORD195766,ID0125386161,2019-09-23,Thompson,"[('pearTV', 1), ('Candle Inferno', 2), ('Thunder line', 1)]",9350,78.22,-37.805141299999995,144.94108319999995,10,8493.22,Spring,False,0.99,bought for our 6 year old. great parental controls allow you to keep track and monitor use. would recommend for others to get for their children,True
ORD185691,ID5957906920,2019-11-15,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 1)]",13400,67.48,-37.80591679999999,144.9733743,15,11457.48,Spring,False,1.4508,phone heats up soon after unboxing the product i have putthe charging on and i waited untill the battery is 100% charged. now i started usingthe phone without the sim card. after usingitfor 15 to 20 mins sides of the phone started heating up.the sides of the phone literally became hot.not worth it for the amount i have put in.,False
ORD039160,ID0168377553,2019-08-08,Nickolson,"[('pearTV', 2), ('Thunder line', 2)]",16980,78.39,-37.8115182,144.9609941,0,17058.39,Winter,True,1.0894,great phone nice for the price,True
ORD154587,ID0331163987,2019-12-04,Nickolson,"[('Universe Note', 2), ('iStream', 2), ('Alcon 10', 2), ('Olivia x460', 2)]",27550,84.8,-37.7995965,144.9695882,25,20747.3,Summer,False,2.1149,i highly recommend this retailer received new in original package w/ charger. took 5 min. to connect to verizon pre-paid account!! i highly recommend this retailer!!!,True
ORD187458,ID2189475426,2019-11-01,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",7445,99.76,-37.812303899999996,144.9735149,15,6428.01,Spring,True,0.7823,excellent shipping time got the phone fast and as advertised . recomand seller,True
ORD270214,ID0581760975,2019-07-16,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Alcon 10', 1)]",13830,83.04,-37.8044873,144.92905480000005,15,11838.54,Winter,True,1.8277,no regular pixel 2 xl display problem. looks amazing like new only....,True
ORD191579,ID1594632479,2019-02-14,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 2)]",2090,75.87,-37.82061270000001,144.97933490000003,25,1643.37,Summer,False,0.8892,the speaker sounds really good,True
ORD439710,ID3213448197,2019-06-19,Thompson,"[('pearTV', 2), ('Olivia x460', 2)]",15070,53.72,-37.80211170000001,144.958224,10,13616.72,Winter,False,1.5313,battery bad battery,False
ORD464586,ID0060653725,2019-07-31,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,48.23,-37.812870399999994,144.9429994,0,13448.23,Winter,False,0.3586, ,False
ORD191489,ID2421601614,2019-05-06,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",26970,68.83,-37.824695899999995,144.954671,10,24341.83,Autumn,False,1.4742,"i received the thunder as a gift. i needed another bluetooth or something to play music easily accessible, and found this smart speaker. can’t wait to see what else it can do.",True
ORD205585,ID0560997645,2019-01-06,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",9005,78.34,-37.8114779,144.9381658,5,8633.09,Summer,True,0.7942,two stars not for my sim,False
ORD122666,ID6167191688,2019-02-07,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('iAssist Line', 2), ('Candle Inferno', 1)]",21820,95.2,-37.8191325,144.9539896,5,20824.2,Summer,True,0.9420000000000001,"great deal the phone is a just a tad slow at times, but so is ever other phone i have used. great deal. nicely made.",True
ORD103376,ID0775942445,2019-11-15,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('iStream', 1), ('Olivia x460', 2)]",18450,105.75,-37.8064605,144.9613343,15,15788.25,Spring,True,1.4326,five stars great phone easy to use,True
ORD044008,ID0370750323,2019-11-05,Bakers,"[('Olivia x460', 2), ('iStream', 1)]",2600,77.23,-37.8142076,144.9857075,5,2547.23,Spring,False,0.9599,"great phone nice upgrade from olivia s6, very fast works great on verizon. happy man, thanks",True
ORD220019,ID5002595133,2019-08-12,Thompson,"[('Toshika 750', 2), ('Universe Note', 1)]",12090,74.23,-37.812083799999996,144.9530679,10,10955.23,Winter,True,0.5316,great value great phone for my daughter. the extra battery life is amazing! i would consider a lucentrola phone for when my 10 needs to be replaced.,True
ORD076910,ID0591351811,2019-06-03,Nickolson,"[('Candle Inferno', 1), ('pearTV', 2), ('Lucent 330S', 1), ('Universe Note', 2)]",21180,79.38,-37.8206961,144.9568595,10,19141.38,Winter,True,1.1403,the phone works great. clean and as good as new the phone works great. clean and as good as new. very satisfied however the phone wasn't unlocked. it was only allowing me to put a verizon sim card in the phone. i don't have that service. it coat me and extra 60$ to get it unlocked at a phone store,True
ORD049049,ID2314545780,2019-06-21,Bakers,"[('Universe Note', 2), ('pearTV', 1), ('iStream', 2), ('Alcon 10', 2)]",31410,65.11,-37.805050099999995,144.98798200000004,25,23622.61,Winter,False,0.8424,so easy to download and then read. enjoy reading that i can take anywhere without the heaviness of a book,True
ORD066069,ID1140238747,2019-03-02,Bakers,"[('pearTV', 1), ('Toshika 750', 2)]",14950,64.77,-37.8023505,145.00956019999995,25,11277.27,Autumn,True,1.5207,poor bad alcon,False
ORD393226,ID0777916580,2019-03-16,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('pearTV', 2)]",18165,52.63,-37.80167279999999,144.9573532,15,15492.88,Autumn,False,1.5224,one star its not work at all,False
ORD091754,ID3810637323,2019-08-31,Thompson,"[('iStream', 2), ('iAssist Line', 1), ('Toshika 750', 2)]",11165,75.81,-37.82098660000001,144.9427727,15,9566.06,Winter,True,0.9996,"good phone, good package, bad plug adapter everything perfect except for the adapter plug, the phone does not charge.",True
ORD164897,ID3098154902,2019-02-24,Thompson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130,79.47,-37.822575,144.9365815,5,10652.97,Summer,False,1.4372,love this phone i love this phone i would buy it again,True
ORD111293,ID1257406547,2019-11-04,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 2), ('Universe Note', 2), ('Olivia x460', 1)]",19225,101.34,-37.8019718,144.99397040000005,5,18365.09,Spring,True,0.9001,"five stars great phone, cheaper than i would have paid through my carrier.",True
ORD063814,ID4453229733,2019-05-01,Thompson,"[('Universe Note', 1), ('iStream', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",21190,66.49,-37.8206696,144.9411187,15,18077.99,Autumn,False,1.0325,nice phone nice phone did have a few nicks other than that its a nice phone the phone cover hide the nicks,True
ORD067851,ID0363385474,2019-12-26,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Olivia x460', 1), ('iStream', 2)]",4565,104.04,-37.79935089999999,144.9594941,25,3527.79,Summer,True,1.8421,good thank you,True
ORD356302,ID2177124623,2019-04-20,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,65.28,-37.8164534,144.9556614,25,3980.28,Autumn,False,0.8649,"great phone, just as advertised, brand new in the retail box the product was just as advertised, brand new in the retail box with all the original accessories. put in a new nano sim card and the phone was good to go.",True
ORD453633,ID1224821946,2019-01-12,Thompson,"[('Universe Note', 1), ('Alcon 10', 2)]",21350,72.42,-37.8130127,144.93894619999998,0,21422.42,Summer,False,0.7153,"excellent phone. excellent phone....love the picture quality. took it to an at & t store, and they had it going on my go phone plan in just a few minutes. happy!",True
ORD479413,ID0588197151,2019-02-06,Nickolson,"[('Universe Note', 2), ('pearTV', 1)]",13210,91.76,-37.81214050000001,144.9738872,15,11320.26,Summer,True,0.8134,the best best phone out there.,True
ORD095542,ID0746341037,2019-11-05,Bakers,"[('iStream', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",4980,76.5,-37.8032806,144.9970679,10,4558.5,Spring,False,0.7648,good sound! the capacity of join different apps to make work your smart home,True
ORD182399,ID4826905590,2019-02-28,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 1), ('Olivia x460', 2)]",8360,69.79,-37.8196069,144.9634763,0,8429.79,Summer,False,0.5459,fast phone with lots of features this items works great!,True
