customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ID0306905226,2019-03-14,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1)]",5910.0,51.0,-37.812284000000005,144.93858319999998,25,4483.5,Autumn,False,0.7475,several scrathes it was damaged on the charge port.,0.0
ID0579966426,2019-10-29,Thompson,"[('Candle Inferno', 2), ('iStream', 2), ('iAssist Line', 1)]",3385.0,73.44,-37.8107929,144.9447828,0,3458.44,Spring,False,0.2902,five stars came before stated time works great.,1.0
ID0575525071,2019-03-19,Nickolson,"[('Universe Note', 1), ('Alcon 10', 2), ('Thunder line', 1), ('iAssist Line', 1)]",25755.0,67.84,-37.8208086,144.9850873,5,24535.09,Autumn,True,1.3882,used phone used and not factory unlocked.,0.0
ID5322615259,2019-06-19,Thompson,"[('pearTV', 1), ('iAssist Line', 2), ('iStream', 1), ('Thunder line', 2)]",15270.0,86.51,-37.8043951,144.9203651,15,13066.01,Winter,True,2.5228,bad battery life the battery life is really bad and the face recognition isn't great but every thing else works pretty good. overall i'd recommend just spending the extra money and getting the mate 20 instead. i wish i did.,1.0
ID3529934912,2019-01-15,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('Olivia x460', 2)]",3830.0,124.59,-37.8101135,144.9049074,5,3763.09,Summer,True,3.7188,powerful battery life. very nice phone and my father has no problem use it under tmobile. data and voice text all works fine like his old alcon 7. and he only need to charge once per two days.,1.0
ID3114181932,2019-09-27,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 1)]",3410.0,77.94,-37.8116535,144.96394980000002,0,3487.94,Spring,False,0.9164,operation i love this phone.,1.0
ID3222652695,2019-07-11,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1)]",19125.0,82.54,-37.8028785,144.929662,25,14426.29,Winter,True,1.8795,easy great grad gift,1.0
ID0591435936,2019-08-23,Nickolson,"[('Universe Note', 2), ('Toshika 750', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",13830.0,60.98,-37.8191032,144.96524440000002,10,12507.98,Winter,False,0.3829,five stars great product and great seller.... you have my vote....,1.0
ID4283908158,2019-06-11,Bakers,"[('Universe Note', 2), ('pearTV', 1)]",13210.0,62.76,-37.810388,144.9990886,5,12612.26,Winter,False,0.342,five stars just like new,1.0
ID3199635546,2019-10-16,Nickolson,"[('Universe Note', 2), ('Olivia x460', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",12005.0,83.94,-37.8031277,144.9730466,25,9087.69,Spring,False,1.749,five stars i am completely pleased with this phone.,1.0
ID0248746629,2019-02-24,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 2), ('pearTV', 2)]",31380.0,54.28,-37.8118847,144.99965580000003,15,26727.28,Summer,False,0.4422,"phone is not unlocked not only is this device not unlocked, it's apparently still on someone else's account, so at&t won't unlock it. buyer beware!",0.0
ID1140238747,2019-03-13,Bakers,"[('Thunder line', 1), ('Toshika 750', 2)]",10820.0,53.88,-37.8023505,145.00956019999998,5,10332.88,Autumn,False,1.5207,poor review it did not even come with a sim / memory card tray or a charger. i cant even use this phone. highly upset and disapppointed,0.0
ID0611991917,2019-05-03,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",8005.0,66.3,-37.8025333,144.954166,10,7270.8,Autumn,False,1.2898,"amazing! so glad the price went down, i love my new phone.",1.0
ID0356099268,2019-09-02,Bakers,"[('Universe Note', 1), ('iStream', 2), ('iAssist Line', 1)]",5975.0,80.43,-37.820150899999994,144.99171230000002,5,5756.68,Spring,False,1.172,"xp 7.1 gran telefono, mal speakerphone buena camara y pantalla. speakerphone muy poco volume casi no se escucha en llamadas telefonicas",1.0
ID0145235215,2019-03-07,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('Olivia x460', 2)]",6050.0,80.23,-37.8163675,144.9595878,10,5525.23,Autumn,True,0.9105,five stars i love this product. meet all expectations,1.0
ID0634784172,2019-04-23,Thompson,"[('Candle Inferno', 1), ('pearTV', 2)]",13050.0,49.96,-37.8160049,144.93952190000002,25,9837.46,Autumn,False,0.7603,bad product one pixel isnt working!,0.0
ID0030287404,2019-05-23,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2)]",9870.0,82.68,-37.8073598,144.96735719999998,0,9952.68,Autumn,True,1.2655,"great phone, amazing battery life, not so great camera fantastic phone. consistently get 2 days of heavy use, fingerprint scanner is decently fast, camera is not the best, kinda washed out quality of photos and videos.",1.0
ID0030942440,2019-12-01,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('iStream', 2), ('Lucent 330S', 1)]",4185.0,82.8,-37.80492460000001,144.9348886,15,3640.05,Summer,True,1.3753,two stars the back cover is small and phone is terribly slow.,0.0
ID2885237377,2019-04-26,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 2), ('Alcon 10', 1), ('Thunder line', 2)]",24410.0,53.49,-37.8047217,144.9724424,5,23242.99,Autumn,False,1.5651,will not work this phone is not a verizon phone!!! it will not work in my network...,0.0
ID0641031121,2019-09-30,Thompson,"[('Lucent 330S', 2), ('iStream', 2)]",2760.0,74.58,-37.8104487,144.94187309999998,25,2144.58,Spring,False,0.5197,"great! pretty happy with my purchase. i broke my s7 edge and wanted another one. verizon has new ones for around 750, but 350 refurbished is a great deal. very very little wear around the home button and that's it. connected to verizon through my already existing sim card. works great so far.",1.0
ID0589713852,2019-06-08,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",10605.0,80.33,-37.8208675,144.95600000000002,10,9624.83,Winter,True,1.2037,five stars very fast service love phone no problems at all,1.0
ID0247012065,2019-12-07,Nickolson,"[('Lucent 330S', 2), ('iStream', 2), ('Toshika 750', 2), ('iAssist Line', 2)]",15850.0,94.51,-37.8109379,144.9681757,25,11982.01,Summer,True,0.8609,great phone!!! bought for my husband. he loves it!! good picture quality and he likes that the fingerprint reader is on the front rather than the back of the phone. arrived on time.,1.0
ID0250933637,2019-05-14,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 2), ('iStream', 2)]",7210.0,55.52,-37.8233445,145.00601630000003,10,6544.52,Autumn,False,1.7627,hate this phone it over heats when being charged gets so hot i have to put it up so my child doesn't touch it. it will not stay charged. it freezes all the time. it cuts itself on and off. cuts me off in the middle of phone calls. its by far the worst phone i have ever had.,0.0
ID3208518297,2019-01-31,Nickolson,"[('pearTV', 1), ('Thunder line', 1), ('iStream', 1)]",8640.0,64.58,-37.8053961,144.96470469999997,5,8272.58,Summer,False,1.5298,se caliente mucho se caliente mucho,0.0
ID0767668329,2019-04-23,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545.0,66.62,-37.8071864,144.9689935,25,4225.37,Autumn,False,1.2709,"great price and amazing phone. pleasantly surprised. the phone is amazing. it has a nice long battery and the pictures all are automatically uploaded to my google photos. also, has lots of great features, such as handsfree text and calling.",1.0
ID2346984248,2019-09-30,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Candle Inferno', 1)]",8560.0,76.16,-37.8198915,144.94697150000002,0,8636.16,Spring,False,0.8036,"excellent phone, not so excellent charger works great, big screen. the only problem is with the charger that comes with it - its a travel european charger that comes with us adaptor. very big charger and not very comfortable to use.",1.0
ID0775946115,2019-05-27,Thompson,"[('iAssist Line', 2), ('iStream', 1)]",4600.0,80.48,-37.8041779,144.95850330000002,25,3530.48,Autumn,True,1.3804,awesome!! love it!!,1.0
ID0144730344,2019-04-02,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('Toshika 750', 2)]",27765.0,66.1,-37.8190395,144.9583147,25,20889.85,Autumn,False,0.9893,love it! love it! it is very handy and convenient.,1.0
ID1879021199,2019-09-30,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",15970.0,81.5,-37.810955,144.97853830000003,5,15253.0,Spring,False,1.161,it was in good shape. this product is good.,1.0
ID0207085372,2019-10-16,Bakers,"[('Alcon 10', 2), ('Olivia x460', 1), ('Thunder line', 2)]",23485.0,84.4,-37.8138614,145.01467040000003,0,23569.4,Spring,False,1.7628,thanks good product,1.0
ID0033238508,2019-02-06,Nickolson,"[('pearTV', 2), ('Alcon 10', 2)]",30520.0,70.8,-37.8009468,144.96852859999998,15,26012.8,Summer,False,1.9666,not working well made a mistake buying this device.,0.0
ID0306905226,2019-01-25,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('Thunder line', 2), ('iAssist Line', 2)]",10185.0,71.71,-37.812284000000005,144.93858319999998,15,8728.96,Summer,False,0.7475,"the price is so good to beat this is the probation-phone when teen's privileges of using smartphone been taken away. i bought one for each of my teens so that they could still make phone calls. the price is so good to beat, it can be unlocked to use other carriers.",1.0
ID1449308562,2019-10-12,Bakers,"[('Alcon 10', 2), ('pearTV', 2), ('Universe Note', 1), ('Toshika 750', 2)]",42610.0,62.61,-37.8175356,144.98986100000002,0,42672.61,Spring,False,0.9631,i need to return its doesn't work well,0.0
ID2967053355,2019-11-30,Bakers,"[('Lucent 330S', 1), ('iAssist Line', 2), ('pearTV', 1), ('Thunder line', 2)]",16350.0,58.45,-37.80745220000001,144.9987375,25,12320.95,Spring,False,0.4186,"dropped calls, dead spots on screen. had so many problems with this phone i spiked it to the ground like a football and bought a universe s9.",0.0
ID0588197213,2019-03-03,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Toshika 750', 2)]",12240.0,79.29,-37.8121209,144.9739529,5,11707.29,Autumn,True,0.8181,is a right price and nice screen i love the price are nice and i don't have connection problems good battery tooo,1.0
ID0647852812,2019-01-13,Bakers,"[('Toshika 750', 1), ('iStream', 2)]",4620.0,70.56,-37.8042805,144.9928486,5,4459.56,Summer,False,0.6699,great pictures and video had previous owned toshika xperia phone with no problems. so far i love this phone it is very fast and i can know use it with my new drone that transmits video in hd 5 ghz .,1.0
ID4716795683,2019-01-22,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545.0,77.49,-37.818750099999995,144.9533484,5,5345.24,Summer,True,0.8732,"necesito el reembolso de mi dinero malísimo aspecto, cargador no original y no viene con ningún accesorio, aparte ya han pasado dos semanas y no me han reembolsado el dinero",0.0
